Date,Number of game,Day,Visiting Team,Home Team,Visiting Team Starting Pitcher ID,Home Team Starting Pitcher ID,Visiting Team Score,Home Team Score,Team At-bats,Team Hits,Team Doubles,Team Triples,Team Homeruns,Team RBIs,Team Sacrifice Hits,Team Sacrifice Flies,Team Hit-by-pitch,Team Walks,Team Intentional Walks,Team Strikeouts,Team Stolen Bases,Team Caught Stealing,Team Grounded into DP,Team Awarded First Base due to CI,Team Left on Base,Team Pitchers Used,Team Individual Earned Runs,Team Earned Runs,Team Wild Pitches,Team Balks,Team Putouts,Team Assists,Team Errors,Team Passed Balls,Team Double Plays,Team Triple Plays
2015-08-26,0,Wed,NYN,PHI,colob001,eickj001,9,4,39,12,3,1,1,8,0,1,0,2,0,6,0,0,1,0,6,4,3,3,0,0,27,9,1,0,1,0
2015-08-27,0,Thu,NYN,PHI,niesj001,haraa001,9,5,54,16,3,0,3,8,0,0,1,7,0,6,0,0,2,0,14,6,5,5,0,0,39,19,1,0,2,0
2015-08-28,0,Fri,BOS,NYN,owenh002,harvm001,6,4,36,8,1,0,0,3,0,0,0,12,0,8,0,0,2,0,14,6,6,6,1,0,30,8,0,0,1,0
2015-08-29,0,Sat,BOS,NYN,kellj001,degrj001,3,1,30,5,2,0,0,1,0,0,0,3,0,3,0,0,2,0,5,4,3,3,2,0,27,8,1,0,0,0
2015-08-30,0,Sun,BOS,NYN,milew001,syndn001,4,5,34,11,1,0,0,5,1,0,0,2,0,7,1,0,0,0,8,4,4,4,1,0,27,12,0,0,0,0
2015-08-31,0,Mon,PHI,NYN,eickj001,colob001,1,3,27,4,0,0,2,3,0,0,0,2,0,4,0,1,0,0,2,2,1,1,0,0,27,12,0,0,2,0
2015-09-01,0,Tue,PHI,NYN,haraa001,niesj001,14,8,38,13,2,1,1,8,0,1,0,3,0,5,0,0,1,0,7,7,12,8,0,0,27,12,3,0,1,0
2015-09-02,0,Wed,PHI,NYN,nolaa001,harvm001,4,9,38,16,4,0,3,9,0,0,0,2,1,7,1,1,0,0,7,4,4,4,0,0,27,5,1,0,1,0
2015-09-04,0,Fri,NYN,MIA,degrj001,koeht001,5,6,43,12,0,1,1,5,0,0,1,7,1,8,0,0,2,0,13,7,6,6,0,0,32,11,0,0,2,0
2015-09-05,0,Sat,NYN,MIA,colob001,handb001,7,0,33,9,0,0,3,7,1,0,2,4,0,3,0,1,0,0,6,1,0,0,0,0,27,12,0,0,3,0
2015-09-06,0,Sun,NYN,MIA,matzs001,cosaj001,3,4,30,8,3,0,2,3,0,0,0,5,0,8,0,1,3,0,5,4,4,4,1,0,26,10,0,0,1,0
