Date,Number of game,Day,Visiting Team,Home Team,Visiting Team Starting Pitcher ID,Home Team Starting Pitcher ID,Visiting Team Score,Home Team Score,Team At-bats,Team Hits,Team Doubles,Team Triples,Team Homeruns,Team RBIs,Team Sacrifice Hits,Team Sacrifice Flies,Team Hit-by-pitch,Team Walks,Team Intentional Walks,Team Strikeouts,Team Stolen Bases,Team Caught Stealing,Team Grounded into DP,Team Awarded First Base due to CI,Team Left on Base,Team Pitchers Used,Team Individual Earned Runs,Team Earned Runs,Team Wild Pitches,Team Balks,Team Putouts,Team Assists,Team Errors,Team Passed Balls,Team Double Plays,Team Triple Plays
2015-07-03,0,Fri,PHI,ATL,morga001,tehej001,1,2,33,9,1,0,0,1,1,0,0,3,0,5,0,1,1,0,9,3,2,2,2,0,24,7,0,0,1,0
2015-07-04,0,Sat,PHI,ATL,corrk001,wooda002,5,9,35,11,2,0,2,5,1,0,0,3,0,7,0,0,2,0,7,4,9,9,1,0,24,11,2,0,0,0
2015-07-05,0,Sun,PHI,ATL,hamec001,mills001,4,0,40,12,2,0,0,4,0,1,0,3,0,12,3,1,0,0,10,4,0,0,0,0,30,11,0,0,1,0
2015-07-06,0,Mon,PHI,LAN,osuls001,garcy001,7,10,36,11,1,0,3,7,0,1,2,6,0,12,2,0,0,0,11,3,9,9,0,0,24,11,1,0,0,0
2015-07-07,0,Tue,PHI,LAN,billc001,andeb004,7,2,38,10,1,0,1,7,0,0,0,4,0,8,2,0,0,0,8,4,2,2,0,0,27,13,1,0,2,0
2015-07-08,0,Wed,PHI,LAN,morga001,kersc001,0,5,35,8,2,0,0,0,0,0,1,0,0,13,0,0,0,0,9,4,5,5,0,0,24,8,1,0,0,0
2015-07-09,0,Thu,PHI,LAN,gonzs001,greiz001,0,6,29,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,3,6,6,0,0,24,5,0,0,0,0
2015-07-10,0,Fri,PHI,SFN,hamec001,bumgm001,2,15,35,10,1,0,1,2,0,0,2,2,0,9,1,0,1,0,10,5,15,15,1,0,24,4,0,1,1,0
2015-07-11,0,Sat,PHI,SFN,buchd001,voger001,5,8,35,9,3,1,2,5,0,0,0,3,0,7,0,0,1,0,6,6,8,8,4,0,24,11,0,0,1,0
2015-07-12,0,Sun,PHI,SFN,billc001,hestc001,2,4,32,9,1,0,0,2,0,0,0,0,0,11,0,1,3,0,3,4,4,4,1,0,24,12,0,0,3,0
2015-07-17,0,Fri,MIA,PHI,fernj003,morga001,3,6,30,7,1,0,1,4,1,0,0,2,0,7,0,1,1,0,3,4,3,3,0,0,27,12,0,0,2,0
2015-07-18,0,Sat,MIA,PHI,koeht001,billc001,1,3,29,5,1,0,0,3,1,0,0,2,0,5,1,0,1,0,5,5,1,1,0,0,27,9,0,0,2,0
2015-07-19,0,Sun,MIA,PHI,hared001,hamec001,7,8,33,10,3,0,3,8,0,0,1,2,0,4,0,0,1,0,4,6,6,6,1,0,27,13,2,1,0,0
2015-07-20,0,Mon,TBA,PHI,moorm003,buchd001,3,5,28,9,1,1,0,4,0,0,0,4,0,4,0,1,2,0,3,5,3,3,0,0,27,8,1,0,1,0
2015-07-21,0,Tue,TBA,PHI,karnn001,nolaa001,1,0,29,4,1,0,0,0,0,0,1,3,0,9,0,1,1,0,6,4,1,1,0,0,27,10,0,0,0,0
2015-07-22,0,Wed,TBA,PHI,odorj001,morga001,4,5,40,12,2,0,0,4,2,0,0,3,0,8,0,0,2,0,11,5,4,4,1,0,30,13,1,0,2,0
2015-07-24,0,Fri,PHI,CHN,willj003,lestj001,5,3,39,12,3,1,1,5,1,0,1,0,0,8,3,0,0,0,6,4,3,3,0,0,30,16,0,0,0,0
2015-07-25,0,Sat,PHI,CHN,hamec001,arrij001,5,0,37,11,7,0,1,3,1,0,0,4,0,8,0,0,0,0,10,1,0,0,0,0,27,6,0,0,0,0
2015-07-26,0,Sun,PHI,CHN,nolaa001,hammj002,11,5,43,17,3,3,2,11,0,0,0,3,0,8,1,0,1,0,8,3,5,5,0,0,27,10,0,0,1,0
2015-07-28,0,Tue,PHI,TOR,morga001,doubf001,3,2,30,6,3,0,0,3,0,0,0,2,0,10,0,1,1,0,2,4,2,2,0,0,27,11,0,0,1,0
2015-07-29,0,Wed,PHI,TOR,willj003,dickr001,2,8,34,7,1,0,0,1,0,0,0,1,0,5,0,0,1,0,6,3,8,8,0,0,24,14,2,0,2,0
2015-07-30,0,Thu,ATL,PHI,mills001,haraa001,1,4,33,12,0,0,1,4,1,0,0,1,0,6,1,0,1,0,7,5,1,1,0,0,27,8,0,0,1,0
2015-07-31,0,Fri,ATL,PHI,perew001,buchd001,3,9,34,11,1,0,1,9,0,1,1,5,1,4,1,0,0,0,8,3,3,3,0,0,27,14,0,0,0,0
2015-08-01,0,Sat,ATL,PHI,wislm001,nolaa001,2,12,38,15,4,0,3,12,0,1,0,3,1,7,0,0,0,0,6,4,2,2,0,0,27,15,0,0,0,0
2015-08-02,0,Sun,ATL,PHI,tehej001,morga001,6,2,35,10,2,0,0,2,1,0,1,0,0,9,0,0,1,0,8,4,6,6,1,1,27,9,0,0,0,0
2015-08-04,0,Tue,LAN,PHI,wooda002,willj003,2,6,34,10,2,0,1,6,0,0,0,3,1,10,1,0,1,0,7,4,2,2,0,0,27,7,1,0,2,0
2015-08-05,0,Wed,LAN,PHI,andeb004,haraa001,4,3,34,6,1,0,1,3,0,0,0,2,0,12,1,0,1,0,6,3,4,4,0,0,27,8,0,0,1,0
2015-08-06,0,Thu,LAN,PHI,greiz001,buchd001,10,8,39,12,2,0,1,8,0,0,0,2,0,10,0,0,0,0,6,3,10,10,0,0,27,7,0,0,1,0
2015-08-07,0,Fri,PHI,SDN,nolaa001,shiej002,4,3,44,8,0,0,4,4,0,0,0,3,0,15,0,0,0,0,7,6,3,3,0,0,36,13,0,0,0,0
2015-08-08,0,Sat,PHI,SDN,morga001,rosst001,4,2,32,7,2,1,0,3,0,0,0,2,0,10,3,1,1,0,3,4,1,1,0,0,27,11,1,0,1,0
2015-08-09,0,Sun,PHI,SDN,willj003,casha001,5,3,37,11,2,0,1,5,1,0,1,1,1,8,0,0,0,0,8,3,3,3,1,0,27,9,1,0,0,0
2015-08-10,0,Mon,PHI,ARI,haraa001,delar003,3,13,35,9,3,1,1,3,0,1,0,1,0,5,0,0,1,0,7,4,13,13,1,0,24,11,0,0,0,0
